Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,
"Oct-28

AM
1k BikeErg; easy
400m Run; easy
Choice Run Prep / Mobility
+
4 Rounds @ 85% Effort
-400m Run
-800m BikeErg
-400m Ski
+
Hip Flexor Mobility Checklist

PM
1k Ski @ Ramping Pace
+
4 Rounds
-5s.5s.5s Elevated Cat Pose End Range Isometrics / way
-8 Ring Rows
-8 DB Pull Over 15lb
+
[0:00-8:00] 
Freestanding Handstand Hold Practice
[8:00-16:00]
Freestanding HSPU Practice
[16:00-24:00]
2x15ft Unbroken HSW with 180 Degree Pirouette at Turn Around
+
A. OHS (5 x 5) 2s lower; RPE 7
B. E2M x 5 Sets: 15s Max kHSPU; 6"" Deficit
C. 4 Rounds for Quality
-8 Parallel Dip
-10 Cable Tricep Extensions; heavy
-10 DB Lateral Raise 15/Hand
-10 Banded External Rotations / side","Oct-29

AM
Prep All Mvmts Well
+
EMOM 30-36:00
1) 1 Max Handstand Hold in 4x4' Box (20s Cap)
2) 8 Box Jump, Step Down 24""
3) 2 sHSPU + 6 kHSPU
4) 1-3 Pull Overs + 6 TTB
5) 6s L-Sit + 6 Bar-Facing Burpee; Fast
6) 6 TnG Muscle Snatch 95lb
+
Shoulder Mobility Checklist

PM
A. EMOM 5: 30s AirRunner, 30s Walk
B1. Pogo Hops (3 x 10) for max height / high effort
B2. Kang Squat (3 x 4) pause 2s in both hinge & squat
C1. Vertical Jump + Broad Jump (4 x 1.1) @ ME
*rebound from vertical into broad jump, reset & repeat
C2. Banded Front Rack Stretch (4 x 20s / side)
D. Clean + 2 Front Squats (6 Sets)
*start at 205 and build to RPE 8.5
E. 2 Rounds for Time
-30 Single DB Box Step-Over* 70lb, 20""
-30 Burpee Box Get Over** 30""
*hold db anyhow
**may use hands
F. 3-4 Rounds
-20s Wrist Stretch
-30s Couch Stretch / side
-45s Overhead Opener
-30s Seated Biceps Stretch
-45s Frog Stretch","Oct-30

AM
Desk Athlete Mobility Checklist
+
3:00 Couch Stretch; leg 1
1:00 Seated Biceps Stretch
3:00 Couch Stretch; leg 2
1:00 Seated Biceps Stretch

PM
3 Rounds
-5 Blackburns
-5s.5s.5s Elevated Cat Isometrics
+
3 Rounds
-8 KB Arm Bar / side 35lb
-8 DB Pullover 15lb
+
3 Rounds
-8 Straight Arm DB Pec Fly 10's
-12 Banded Lat Row
-8 PVC Dislocate
+
A. DB OHS (4 x 4/4)
*light to moderate
*2min of mobility after each set
B. Dual DB OH Walking Lunge (4 x 25ft) 35/Hand
C. Hang Squat Snatch (6 x 2) 155
*pause 1s in the catch / ohs of each rep
D. Jerk (4 x 2) 205-225-235-245
E1. DB Bench Press (4 x 8-10) 
*tough, repeatable wt for all sets
*feet up in a tuck position
*practice kicking back into the start (top) position
E2. Lat Pull Down (4 x 8) 
*tough, repeatable wt for all sets
+
F. For Time
-10-20-30 Row Cals
-5-5-5 Power Clean 225lb
+
Banded Shoulder Health Routine","Oct-31

(recovery)

20:00 Cyclical @ Easy Pace
*rotate machines as you see fit
+
Spine Health Routine
Joint Health: Pick 1-2 Routine
+
20:00 Cyclical @ Easy Pace
*rotate machines as you see fit
+
Desk Athlete Mobility Checklist","Nov-1

AM
5 Rounds for Time
-300m Row
-6 Burpee over Rower
-300m Row
-6 Burpee over Rower
-6 RMU

PM
5 Rounds
-1:00 Row; easy
-20s T-Spine Opener
-10 Tabletop Glute Bridge
-10 DB Pull Over 15lb
+
[15:00 Clock]
2k Ski @ 2:00 Pace
...
Unbroken HSW Lengths (25ft) remainder
*keep this 70% / quality-focused
+
Back Squat (6 x 5)
*start @ 70% & build to RPE 9
+
(lca class workout 10.30)
""Trinity""
8 Rounds for Time (8:00 Cap)
-3 Barbell Complexes* 115
*1 rep = 1 thruster + 2 shoulder-to-overhead
-3 Bar Hop / Burpee Complexes**
**1 rep = 1 burpee over bar + 2 bar hops
+
Cuban Press (3 x 5/5) 5lb
10min Choice Mobility","Nov-2

A. ZOAR Snatch Warm-Up
*cyclical of choice part 1
B. Snatch: Build to 1.1 @ Workout Weight
C. EMOM 15:00
1) 3 OHS; 3s lower - build across
2) 15s Max sHSPU
3) 15s Max Bar Pull Overs
+
Prep All Mvmts
+
Rehearsal - Complete @ Workout Pace
-1 Snatch
-2 BMU
-4 Box Jump
-8 Double Unders
-4 Box Jump
-2 BMU
-1 Snatch
+
""Presidential Sweet""
(Repeat of Workout 53)
For Time (14:00 Cap)
-5 Snatch 185/125lb
-10 Bar Muscle-Up
-20 Box Jump 24/20""
-100 Double Unders
-20 Box Jump 24/20""
-10 Bar Muscle-Up
-5 Snatch* 185/125lb
*or 85%, whichever is less
+
Accumulate...
-50 Ring Dips
-40 Strict TTB
-30 Banded External Rotations / arm
+
(extra credit)
5 Rounds for Quality
-9 Cal Ski
-5 sPU
-3 Wall Walks","Nov-3

(rest)

10min Hip & Shoulder Mobility
+
Accumulate 5min in bottom of passive squat
+
7min Supine Breathing @ 3060 Cadence",Averages
8,8,7,7,,8,7,7.666666667
6,6,8.25,8.25,,8,8,6.75
"19:56 very happy with my effort here. Stayed > 14 kph on the run, < 1:50 on the bike and < 2:00 on the row throughout. Got a bit faster the last two rounds. / 175 OHS -- challenging but worthwhile. Shoulders and midline were taxed from the upside-down work earlier. / 5-4-5-6-5 -- really 5+ inches, but I measure from underneath 😉",205-215-225-235-245-255 / 8:23,50-55-60-65 / 70-80-80-80 / 4:53,"Swam at the pool today. Did E2MOM 50M for 10 rounds, then E4MOM 100M for 5 rounds. Worked on breathing technique and attempting to stay calm in the water. Roughly 1:35-1:40 / 100M during the 50s, between 1:40 and 1:45 / 100M during the 100s. Ideally, we'd devote every Thursday to swimming between now and Legends, working up to some 200 (or maybe 250) M intervals by then. Cautiously optimistic after today.",21:14,6:58. And did part a of workout 1 prior to the EMOM.,Did Part a of workout 5 today,
,~ 1:52 ski / ~ 1:42 row 60,s,,,,,
"Oct-21

AM
1k BikeErg; easy
400m Run; easy
Choice Run Prep / Mobility
+
5 Rounds
-1k BikeErg @ 2:10-2:15 Pace
-800m Run @ Strong Pace
+
Hip Flexor Mobility Checklist

PM
1k Ski @ Ramping Pace
+
4 Rounds
-5s.5s.5s Elevated Cat Pose End Range Isometrics / way
-8 Ring Rows
-8 DB Pull Over 15lb
+
[0:00-8:00] 
Freestanding Handstand Hold Practice
[8:00-16:00]
Freestanding Shoulder Taps Practice
[16:00-24:00]
25ft Handstand Walk with Full Pirouette at Halfway point in 4x4ft box
+
A. OHS (4 x 5) 2s lower; RPE 7
B. E2M x 5 Sets: 15s Max kHSPU; 4"" Deficit
C. 4 Rounds for Quality
-6 Parallel Dip
-8 Cable Tricep Extensions; heavy
-10 DB Lateral Raise 15/Hand","Oct-22

AM
Prep All Mvmts Well
+
EMOM 30-36:00
1) 8 Thruster 95lb
2) 2x12ft HSW; unbroken inc. turnaround
3) 8 GHD + 1 Rope Climb
4) 5 Burpee Box Jump Over 30""
5) 5 RMU
6) 12 DB FR WL 50/H
+
Shoulder Mobility Checklist

PM
A. EMOM 5: 30s AirRunner, 30s Walk
B1. Pogo Hops (3 x 10) for max height / high effort
B2. Kang Squat (3 x 4) pause 2s in both hinge & squat
C1. Vertical Jump + Broad Jump (4 x 1.1) @ ME
*rebound from vertical into broad jump, reset & repeat
C2. Banded Front Rack Stretch (4 x 20s / side)
D. Clean + 2 Front Squats (6 Sets)
*start at 205 and build to RPE 8.5
E. 2 Rounds for Time
-30 Single DB Box Step-Over* 70lb, 20""
-30 Burpee Box Get Over** 30""
*hold db anyhow
**may use hands
F. 3-4 Rounds
-20s Wrist Stretch
-30s Couch Stretch / side
-45s Overhead Opener
-30s Seated Biceps Stretch
-45s Frog Stretch","Oct-23

AM
Desk Athlete Mobility Checklist

PM
3 Rounds
-5 Blackburns
-5s.5s.5s Elevated Cat Isometrics
+
3 Rounds
-8 KB Arm Bar / side
-8 DB Pullover 15lb
+
3 Rounds
-8 DB Pec Fly 10lb
-12 Banded Lat Row
-8 PVC Dislocate
+
A. DB OHS (4 x 4/4)
*light to moderate
*2min of mobility after each set
B. Hang Squat Snatch (6 x 2) 155
C. Jerk (4 x 2) 205
D1. DB Bench Press (4 x 8) end AHAP
D2. Supinated Lat Pull Down (4 x 8) end AHAP
+
E. For Time
-30-20-10 Echo Bike
-10-10-10 Power Clean 185lb
+
Banded Shoulder Health Routine","Oct-24

(recovery)

Spine Health Routine
+
25:00 Cyclical @ Easy Pace
*rotate machines as you see fit
+
Joint Health: Pick 1-2 Routine
+
15:00 Cyclical @ Easy Pace
*rotate machines as you see fit
+
Squat Mobility Checklist","Oct-25

AM
5 Rounds for Time
-600m Run
-6 RMU

PM
5 Rounds
-1:00 Row; easy
-20s T-Spine Opener
-10 Tabletop Glute Bridge
-10 DB Pull Over 15lb
+
[15:00 Clock]
2k Row @ 2:00 Pace
...
Unbroken HSW Lengths (25ft) remainder
*keep this 70% / quality-focused
+
Back Squat
(3 x 5) 75%
(3 Sets x AMRAP-2) 70%
+
For Time
-25 Cal Ski
-35 HSPU
-45 Pull-Up
-55 Dual KB Snatch 35/Hand
-65 Wall Ball
+
Cuban Press (3 x 5/5) 5lb
10min Choice Mobility","Oct-26

-2:00 Erg 1 @ Easy Pace
-2:00 Erg 2 @ Smooth Pace
-2:00 Erg 3 @ Cruise Pace
+
4 Sets:
-20s Elevated Cat Pose with Fingers-Interlocked
-20s Supinated Dead Hang; Pinkies Touching
-20s Frog Stretch; subtle rocking
-20s Squatting Ankle Mobility; light plate in hands
+
3 Sets:
-3 DB Power Snatch + 3 OHS (L) 35/25lb
-20s Banded Lat Stretch (L)
-10s Finger-Facing Wrist Stretch
-3 DB Power Snatch + 3 OHS (R) 35/25lb
-20s Banded Lat Stretch (R)
-10s Finger-Facing Wrist Stretch
+
DB Squat Snatch (2 x 6)
*35/25lb, 50/35lb; respectively
+
OHS (6 x 4)
*build across, end heavy
+ 
“El Fin”
(Repeat of Workout 75)
Every 10 Minutes x 3 Sets:
[Complete A, B & C In Any Order]
Act I: AMRAP 6:00
-15-12-9 Calorie AirBike* (F: 12-9-6)
-6 DB Squat Snatch 50/35lb
Act II: AMRAP 6:00
-36 Double Under
-12 Toes-to-Bar
-4 Wall Walk
Act III: AMRAP 6:00
-5 Squat Clean Thrusters 165/110lb
-10 Cleared Box Jump Over** 20” (M&F)
*must reset the bike
**box facing jump & land
{score is total reps}
+
(extra credit)
5 Rounds; Quality Focused
-8-10 DB Bench Press; RPE 7-8
-8-10 DB Bent Row / arm; RPE 7-8
-8-10 Snatch Grip RDL; RPE 5-6","Oct-27

(rest)

10min Hip & Shoulder Mobility 
+ 
Accumulate 3min in bottom of passive squat 
+ 
7min Supine Breathing @ 3060 Cadence",Averages
8,6,8,,7,,,7.333333333
6,5,7,,8,,,6
3:16-3:20 runs / 165 # OHS / 4-8-7-8-7,"Down in Orlando. Did class today. Was able to do EMOM15 w/ the HSW piece, 5 RMU, and 10 GHD, so that was good. Metcon was surprisingly tough: 30-20-10 WBs HRPU KB Swings w/ 50 crossovers after each round (11:40)","5:56 — ~450, 375, 300 watts, 5-1-1-1-1-1 on the PCs",,17:55 / 14:46,,,
,~ 1:52 ski / ~ 1:42 row 60,s,,,,,
"Oct-14

NOON
A. Snatch Warm-Up 3.0
*before ""B"" accumulate 1:00 in bottom of ohs hold with empty bar
*move hands in ~2"" each set
B. EMOM 5:00: 3-Position Squat Snatch 95lb
*hip-hang-low hang
C. Pausing Snatch Balance (6 x 2)
*start at 95lb and build to tough, submaximal double
D. Snatch: Find Heavy Single
E. Snatch Pull to Hip (3 x 5) 103%
*rest 2:00 b/w
F. 3 Rounds
-1:00 Saddle Stretch
-1:00 Frog Stretch
-1:00 Glute Med Stretch (L)
-1:00 Glute Med Stretch (R)

PM
5min Walk
ZOAR Run Warm-Up
+
3 Rounds
-5 Blackburns
-15 Banded Good Morning
+
E10M x 3 Sets @ 80-90-97% Effort
-10 Deadlift 315lb
-1600m Run
+
5 Sets: (rest 2:00 b/w)
-200m Swim
*probably last week of outdoor swimming for the year, unless you object
+
5min Walk
15min Hip & Shoulder Mobility","Oct-15

AM
10:00 Walk
+
Spine Health Routine
+
10:00 Ski @ Comfortable Pace
+
Shoulder Mobility Checklist
+
10:00 BikeErg @ Comfortable Pace
+
10:00 Walk
+
2:00 Russian Baby Maker on the wall
2:00 Straddle Split on the wall

PM
4 Rounds
-60s Foam Roll: Lats, Pecs, Triceps
-20s Overhead Opener
-15s Soles-to-Wall HS Hold
-20s Biceps Stretch
+
4 Rounds
-15s Ring Support Hold
-15s Ring Row Hold at Chest
-15s Supinated Hanging Tuck Hold
+
EMOM 4:00: 10s Soles-to-Wall HS Hold + 4 Seated DB sPress 35/Hand
+
sHSPU (2.2.2) rest 30s
+
AMRAP 5:00: sHSPU (Test)
+
Front Squat (5,4,3,2) RPE 7 --> 9.5
*pause rep 1 of each set for 1s
*after each set: 5 RMU then full rest
+
For Time (7:00 Cap)
-30 Hang Squat Clean 155lb
-30 DB Bench 70/Hand
-30 DB Thruster 50/Hand
+
3 Rounds
-2:00 Easy Echo
-1:00 Seated Biceps Stretch
-0:30 Banded Pec Stretch / side","Oct-16

AM
A. Snatch Warm-Up 3.0
B. Pistols (4 x 4) alt
C. OHS (5 x 3) 95lb
*narrow grip each set - goal is to eventually get to jerk grip
D. BTN SG Push Press (5 x 5) RPE 6-7
*strong / aggressively lockout on each
E. Deficit Snatch High Pull (5 x 2) 2"" deficit
*reset b/w reps
F1. Glute Ham Raise (3 x 5)
F2. Reverse Nordic (3 x 5) 

PM
A. Row 1k @ Ramping Pace
*increase pace every 200m
B1. Alternating Lizards (3 x 12)
B2. Tabletop Glute Bridges (3 x 12)
B3. Lateral Line Hops (3 x 30)
C. Burpee Positional Breathing
6-8 Reps/Rounds, for Quality 
-3 Breaths Prone in Burpee
-3 Breaths in Kneeling Burpee Plank
-3 Breaths in Lunge Step; Hands Remain on Floor
-Finish the Burpee
D. Complete @ Wko Pace
-12 BFB
-750m Row
+
AGOQ 2019 E2
For Time (30:00 Cap)
-80 BFB
-4k Row
*testing effort*
+
5min Bike Flush
Hip Flexor Mobility Checklist","Oct-17

(recovery)

2k Row @ Cruise Pace
+
A1. Patrick Step-Up (4 x 6ea)
A2. Standing Hamstring Curls with End Range Isometric (4 x 6ea)
B1. Assisted Sissy Squats (3 x 4)
B2. Glute Ham Raise (3 x 4)
C1. Cossack Squats (3 x 8)
C2. Toe-Drag Step-Up (4 x 4/4) 20""
D1. Banded Side Step-Up (3 x 0:45)
D2. ATG Split Squat (3 x 5ea)
E1. Tib Raise (3 x 15)
E2. Calf Raise (3 x 15)
F1. Zercher Good AM (3 x 8)
F2. Sumo Good AM (3 x 8)
F3. Squatting Groin Stretch (3 x 20s)
G1. Tabletop Glute Bridge (3 x 10)
G2. Supinated Dead Hang (3 x 20s)
G3. PVC Dislocate (3 x 10) 2.5lb
+
2k Row @ Cruise Pace","Oct-18

AM
1:00 Forward Shoulder CARs; on land
+
3-4 Laps (rest to good recovery)
-Freestyle (out) 25m
-Breast Stroke (back) 25m
+
5-7 Sets: (rest ~1:1)
-50m Freestyle
*form-focused / relaxed
*focal points: bodyline & breathing
+
300m For Time
(6 Laps / 12 Lengths)
+
3-4 Laps (rest to good recovery)
-Freestyle (out) 25m
-Breast Stroke (back) 25m

PM
6 Rounds
-250m Ski; Damper 3; easy
-5s.5s.5s Elevated Cat Pose End Range Isometrics with Fingers Interlocked
-5 KB Z-Press; 15/Hand; 1s pause at top
-5 Pausing Tabletop Glute Bridge
-5 sPress; 20kg bar, 3s pause OH each rep
+
3 Sets: (full rest b/w)
-7 BJO 30""
-15ft HSW - for ease
+
200ft Handstand Walk for Time (Test)
*12min cap
*place / tape every 5ft
*must complete at least each 5ft section unbroken
+
BMU (6 x 6)
*rest 3:00 on echo bike b/w
+
Bench Press (4 x 4) RPE 8
*rest 3:00 on echo bike b/w
+
Accumulate...
-1:00 L-Sit
-1:00 Narrow Grip Empty Bar OHS Hold
-1:00 Bottom of Ring Dip Hold
-1:00 Sorenson Hold*
*hug 70lb DB to chest in a row-type position","Oct-19

(Travel Day / Rest)","Oct-20

5:00 Choice Cyclical; easy, nasal 
+ 
20-30s Each... 
-Alternating Scorpions 
-Seal Push-Ups 
-Alternating Lizards 
-Hip 90-90's 
-Hollow Rock 
-Boot Strappers 
-Air Squat + Toe Touch 
-Inchworm Planks 
-Lateral Line Hops 
-Up-Downs 
-Alt Single Leg V-Ups 
+ 
3 Rounds 
-8 BB Front Rack Rotations; empty bar 
-15s Overhead Triceps Stretch / side 
-3 Pause Front Squat; full hand; empty bar 
+ 
Clean: Build to Wko Wt 
+ 
2-4 Sets: (rest ~60s b/w) 
-20 DU 
-10 GHD 
-1 Clean 
+ 
""Awful Annie v2"" 
For Time (15:00 Cap) 
80-60-40-20 
-Double Unders 
40-30-20-10 
-GHD Sit-Ups 
4-3-2-1 
-Cleans 255/175lb 
*scale to 80% 
+ 
5-10min Cyclical Flush 
5-10min Choice Mobility",Averages
7,7,7,,,,7,7
6,5.5,5.25,,6,,12,5.583333333
"Finally got to the gym this late AM. Up and down day with the snatch, as you'll see. Couple things I'd like to say here. One, I realized on the 187 barbell I wasn't punching out on the turnover like I know I can, so I made a more determined effort to do that the rest of the way. The second thing is my right knee. I clipped a manual slow motion video of it from the high pull to the catch; it drops 2-3"" relative to my left knee (which, I think, is fairly well-positioned). Do you have any sense how to isolate this habit (due to mobility limitations or, perhaps, just endless repetitions and muscle memory) so we can work to correct it? It has to be playing a significant role in catching the bar forward, losing stability, etc., at those higher weights. 

Anyway, the ARs were really poorly calibrated here; I was probably losing 2 kph due to it. So, to keep to the time domain and the desired stimulus, I did 1200M each round. Was probably a little under what I should have done (looks like 1,350 was the right calculation) but, in the moment, I was grasping at straws; it was so dispiriting to see me push and the speedometer to read < 12 kph 😔. Did the DLs UB and finished in 6:45 - 6:38 - 6:36 / did 2 x 100M swim in their pool outside after all this (1 combined sesh). I don't know where you got 200 from; 100 is my functional max for right now. I'll have access to a pool when I'm in the city and, with minimal exception (like next Wed-Fri), that's where I'll be when I get back from Dubai.","2s on the :30 for sHSPU; extra one as time expired (21) / Front Squat 242-257-275-290 / 76 reps (metcon).
Man, thot moderate-heavy weight hang clean for reps was an unfamiliar movement to start the metcon. Didn't want to break more than I had to, since it was from the hang but, in retrospect, i should've done 5s from the beginning, and tried to quicken the breaks somewhat. I got more of a rhythm to the movement as time went on, but I spiked pretty early and had to fight from there. Decent takeaway is the thrusters felt better than expected, under the circumstances.","143x3, 154x2 on the SG Push Press / 154-165-176-187-198 Snatch pulls / 20:50 metcon. Did 55-25 burpees w/ ~:20 break (finished @ 4:36). Took me a bit to get pulling on the row (right at 5:00 mark), and was 2:02 or so for the first 350M. Settled in between 1000 and 1050 cal/hr and held the rest of the way. Last 250M sprint topped out at 1200 cal/hr.",,"50' EMOM x 2, then 4 x 25' EMOM (5:20) / 205 bench",,8:28:00 AM (245),
,~ 1:52 ski / ~ 1:42 row 60,s,,50',,,
"Oct-7

AM
5min Walk
ZOAR Run Warm-Up
Blackburns (5 x 5)
+
E10M x 3 Sets @ 70-80-90% Effort
-1600m Run
+
4 Sets: (rest 2:00 b/w)
-200m Swim
+
5min Walk
15min Hip & Shoulder Mobility

PM
A. Snatch Warm-Up 3.0
*before ""B"" accumulate 1:00 in bottom of ohs hold with empty bar
*move hands in ~2"" each set
B. E60s x 6: Hip Snatch + Pausing OHS 65lb
C. E60s x 6: Squat Snatch + Pausing Snatch Balance 65lb
D. E90s x 12: 1 Squat Snatch RPE 6 --> 8
*build every other set - all sets form-focused
*goal is no bobbled reps or misses
E. Snatch Pull to Hip (3 x 5) 103%
*rest 2:00 b/w
F. 6 Sets: (rest 60s b/w)
-6 Cal Ski
-6 TnG Sandbag Deadlift 150lb
-6 DB Hang Power Clean* 70/Hand
-6 Dips @ Top of High Rings
-6 Cal Ski
*b/w the legs
G. 2 Rounds
-1:00 Saddle Stretch
-1:00 Frog Stretch
-1:00 Seated Biceps Stretch
-1:00 Glute Med Stretch (L)
-1:00 Glute Med Stretch (R)
-1:00 Seated Biceps Stretch","Oct-8

AM
10min Walk
Spine Health Routine
12min Ski @ Comfortable Pace
12min Row @ Comfortable Pace
Shoulder Mobility Checklist
Desk Athlete Mobility Checklist
2:00 Russian Baby Maker on the wall
2:00 Straddle Split on the wall

PM
500m Ski; easy
+
4 Rounds
-60s Foam Roll: Lats, Pecs, Triceps
-20s Overhead Opener
-15s Soles-to-Wall HS Hold
-20s Biceps Stretch
+
4 Rounds
-15s Ring Support Hold
-15s Ring Row Hold at Chest
-15s Supinated Hanging Tuck Hold
+
EMOM 4:00: 15s Soles-to-Wall HS Hold
*focus on terminal elbow extension
+
EMOM 8:00: 25ft HSW - for ease / best bodyline
+
Front Rack Mobility Checklist
BTN Tall Jerk (3 x 3) empty bar
Triple Pause SJ (3 x 2) 95lb
+
(7 x 1) SJ @ 225lb
*focus on head through and creating the support position with the upper back
+
5 Sets: (rest 3:00 b/w) 
-4 sHSPU
-12 BBJO 24""
-4 sHSPU
+
Lu Raises (4 Tough Sets) 15lb / Hand
*prep / build fs b/w sets
+
Front Squat (4 x 4) RPE 8; 3s lower
+
2:00 Couch Stretch / side ****film front squat from the front","Oct-9

AM
EMOM 6:00; easy
1) BikeErg
2) Row
+
5 Rounds @ 85%
-20 Cal BikeErg
-60 Crossover Single Under
...
rest 4:00
...
5 Rounds @ 85%
-20 Cal BikeErg
-60 Double Unders
+
EMOM 6:00; easy
1) BikeErg
2) Row

PM
1k Row @ Ramping Pace
+
LCA Snatch Warm-Up (x2)
*once with pvc, once with empty bar
*5min snatch mobility b/w
+
A. Power Snatch (5 Singles) 155lb
*pause 1s in catch with strong lockout before standing up the quarter squat
B. Snatch High Pull (4 x 2) 225lb
*reset on the floor b/w reps
C. Snatch Grip Deadlift (4 x 4) 305lb
*keep hips in the same starting postion as normal snatch
D. Dual DB Hang Snatch (4 x 10) 50/Hand
E. 3 Rounds for Time
-24 Calorie Row
-8 DB OH WL; arm 1 - 50lb
-4 DB Complexes*; arm 1 - 50lb
-8 DB OH WL; arm 2 - 50lb
-4 DB Complexes*; arm 2 - 50lb
*1 rep: 1 DB Thruster + 2 STO
F. 2 Rounds
-1:00 Saddle Stretch
-1:00 Frog Stretch
-1:00 Seated Biceps Stretch
-1:00 Glute Med Stretch (L)
-1:00 Glute Med Stretch (R)
-1:00 Seated Biceps Stretch","Oct-10

(recovery)

2:30 Bike @ Easy Pace
2:30 Row @ Cruise Pace
2:30 Ski @ Moderate Pace
+
A1. Toe-Drag Step-Up (4 x 4/4) 20-24""
A2. Saddle Pose or Couch Stretch (4 x 45s)
A3. Calf Stretch; Using Rig (4 x 20s / side)
B1. Zercher Good AM (4 x 6) empty bar
B2. Sumo DL (4 x 6) single KB - moderate
B3. Supine Hamstring Stretch (4 x 20s / side)
C1. Tabletop Glute Bridge (3 x 12)
C2. Sorenson Hold (3 x ~30s)
C3. Seated Bicep Stretch (3 x 30s)
D1. Supinated Tuck Hang (3 x 20s)
D2. Prone PVC Dislocate (3 x 10) 2.5lb
+
2:30 Ski @ Moderate Pace
2:30 Row @ Cruise Pace
2:30 Bike @ Easy Pace","Oct-11

AM
x15: 30s Jog, 30s Walk; nasal, easy
...
x15: 40s Run, 20s Walk
*perform @ nasal cap
+
A1. Blackburns (5 x 5)
*15s elevated cat + 15s T-Spine Opener after each
A2. Single Arm Dead Hang (5 x 10s ea)
A3. Side Body Stretch (5 x 15ea) 
+
Swim (7 x ~1:30)
*rest 1:30 b/w
*form-focused
+
15:00 Choice Shoulder & Hip-Centric Mobility

PM
6 Rounds
-250m Ski; Damper 3; easy
-5s.5s.5s Elevated Cat Pose End Range Isometrics with Fingers Interlocked
-5 KB Z-Press; 15/Hand; 1s pause at top
-5 Pausing Tabletop Glute Bridge
-5 sPress; 20kg bar, 3s pause OH each rep
+
EMOM 12:00: 25ft HSW
+
full rest
+
EMOM 12:00
*min 1-3: 2-3 WF HSPU
*min 4-6: 12s Max kHSPU
*min 7-9: 12s Max DB Bench 70/Hand
*min 10-12: 4 Push Press with 3s lower - 115lb
+
For Time
-45 GHD
-5 LLRC 15ft
-45 Cal Ski
-8 RC 15ft
+
Banded Shoulder Health Routine
+
10-15min Choice Mobility","Oct-12

EMOM 10:00 
*min 1-5: 40s Row; cruise pace 
*min 6-10: 30s Run, 30s Walk 
+ 
A1. PVC Dislocate (3 x 12) 
A2. Squatting Ankle Mobility (3 x 20s) 
A3. BB FR Rotations (3 x 12) 
A4. Overhead Opener; Bar-in-Rack (3 x 20s) 
A5. Thrusters (3 x 8) empty bar 
B. 3 Sets: building to ""grace"" wt 
-3 OHS; no rack 
-3 Clean & Jerk 
-3 Strict Pull-Ups 
C. EMOM 8:00 
1) 1 Front Squat + 2 Jerk; 65-70% of Jerk 
2) 12s Max Supinated sPU or sRMU 
... 
EMOM 8:00 
1) 1 Front Squat + 1 Jerk; build to heavy 
2) 3 BJO; repeatable height that doesn't fatigue you 
+ 
D. Rehearsal 
Complete @ Projected Workout Pace 
-150m Run 
-8 OHS; ""nancy"" weight 
-8 Thrusters; same wt 
-8 Pull-Ups 
+ 
“The Girls And Me” 
(Repeat of Workout 34) 
For Time 
5 Rounds 
-400m Run 
-15 Overhead Squat 95/65lb 
(Rest 2:00) 
30 Clean & Jerk 135/95lb 
(Rest 2:00) 
-1000m Row 
-45 Thrusters 45/35lb 
-30 Pull-Ups 
+ 
5:00 AirBike @ Recovery Pace 
+ 
(extra credit) 
3-5 Rounds 
-10 Med-Ball GHD Sit-Up 
-15 Tib Raises 
-20 Med-Ball GHD Hip Extension 
-8/8 DB Cuban Press; 5-8lb 
+ 
Foam Roller Routine","Oct-13

(rest)

(before bed)
10min Hip & Shoulder Mobility
7min Supine Breathing @ 3060 Cadence",Averages
0,7,8,,7.5,8,,5
8,7.5,5.25,,,7,,6.916666667
7:23-7:06-6:48 / 135-145-155-165-175-185 / 1:45 - 1:40 - 1:39 - 1:40 - 1:41 - 1:32,"2919 - 3042 / 1:50-1:57-1:38-2:00-1:52 first time doing sHSPU under fatigue in a very long time. Rusty, but pleased overall. / 235","12:26 - 9:26 crossovers got better as the workout went along, but they're still not efficient. I'm sure I'm spending way too much energy on them. Next time I'll video them and we can review. / 8:49 (consistent splits @ ~2:56 apiece, so happy with that)",,2722M / 8:03 (substituted 5:1 strict / C2B in lieu of rope climbs (no GHD upstairs)),185-200 FS+2 Jerks / 225-245-255-265 FS+Jerk / 27:20,,
